frame,landmark_id,x,y,z,visibility
1,0,0.5513690114021301,0.33068355917930603,-0.4355759620666504,0.9999608993530273
1,1,0.5696706175804138,0.3176853060722351,-0.42580798268318176,0.9998998641967773
1,2,0.5789150595664978,0.31734445691108704,-0.42595720291137695,0.9999129772186279
1,3,0.5882683396339417,0.3170645833015442,-0.42604443430900574,0.9999243021011353
1,4,0.5509513020515442,0.3190014660358429,-0.39321839809417725,0.9998317956924438
1,5,0.5478752851486206,0.3193499743938446,-0.39317619800567627,0.9997988343238831
1,6,0.5451367497444153,0.3197113573551178,-0.39318931102752686,0.9997875094413757
1,7,0.6107442378997803,0.3241186738014221,-0.31480225920677185,0.99992835521698
1,8,0.5541858673095703,0.32587119936943054,-0.16248589754104614,0.9994966983795166
1,9,0.5726454257965088,0.3437727689743042,-0.3912132978439331,0.9999762773513794
1,10,0.5483797788619995,0.34373342990875244,-0.34742534160614014,0.9999326467514038
1,11,0.6889580488204956,0.4004599452018738,-0.31785058975219727,0.9999881982803345
1,12,0.5190262198448181,0.4027376174926758,0.0377739816904068,0.9997541308403015
1,13,0.7052315473556519,0.4917519688606262,-0.34519127011299133,0.9948073029518127
1,14,0.4950965940952301,0.4847964644432068,0.1563446819782257,0.6348350048065186
1,15,0.6596211194992065,0.5706544518470764,-0.487956166267395,0.987297534942627
1,16,0.4757513701915741,0.5552824139595032,-0.040282052010297775,0.7777897715568542
1,17,0.6608452200889587,0.5989894270896912,-0.5601667761802673,0.9751002192497253
1,18,0.46959903836250305,0.5802189707756042,-0.08831551671028137,0.7240851521492004
1,19,0.6394163966178894,0.5951094627380371,-0.6001513004302979,0.9757385849952698
1,20,0.47203528881073,0.5795353651046753,-0.1581505686044693,0.7357387542724609
1,21,0.6347063183784485,0.5865543484687805,-0.5036062002182007,0.9672455191612244
1,22,0.477321594953537,0.5710893273353577,-0.07617318630218506,0.7297421097755432
1,23,0.6351856589317322,0.572986900806427,-0.11472049355506897,0.9997515082359314
1,24,0.5427644848823547,0.5690647959709167,0.11466547846794128,0.9995133876800537
1,25,0.6135709285736084,0.6862295866012573,-0.08127021044492722,0.9744203090667725
1,26,0.5358387231826782,0.675096869468689,0.16982069611549377,0.9380079507827759
1,27,0.613198459148407,0.7827041149139404,0.34651076793670654,0.9725195169448853
1,28,0.5666292309761047,0.7738021016120911,0.5744224786758423,0.9463616013526917
1,29,0.6265999674797058,0.7961547374725342,0.37517014145851135,0.8030449748039246
1,30,0.5839384198188782,0.7861191034317017,0.6035603880882263,0.8666639924049377
1,31,0.5675523281097412,0.8184307813644409,0.14150220155715942,0.9613112807273865
1,32,0.5159019231796265,0.8067344427108765,0.4262136220932007,0.9547772407531738
2,0,0.5513638257980347,0.3306848406791687,-0.4285520315170288,0.9999572038650513
2,1,0.5692798495292664,0.3177717328071594,-0.42249205708503723,0.999890148639679
2,2,0.5781540274620056,0.3174697160720825,-0.4226265251636505,0.9999048709869385
2,3,0.5873048305511475,0.317233681678772,-0.4227181673049927,0.9999173283576965
2,4,0.5509390234947205,0.3190036118030548,-0.3881584703922272,0.9998148679733276
2,5,0.5478371977806091,0.31934982538223267,-0.38811078667640686,0.9997784495353699
2,6,0.5450297594070435,0.31970909237861633,-0.388120174407959,0.9997644424438477
2,7,0.6108235716819763,0.32420483231544495,-0.3164330720901489,0.999921441078186
2,8,0.5543715357780457,0.32594746351242065,-0.16110926866531372,0.9994427561759949
2,9,0.5710593461990356,0.34374743700027466,-0.38731035590171814,0.9999736547470093
2,10,0.5483887195587158,0.34374159574508667,-0.3411606550216675,0.999923586845398
2,11,0.6889608502388,0.40020546317100525,-0.31833791732788086,0.9999880194664001
2,12,0.5190431475639343,0.4027504026889801,0.04217765852808952,0.999750554561615
2,13,0.7051296234130859,0.49177512526512146,-0.34093883633613586,0.9947318434715271
2,14,0.4951130449771881,0.4853488802909851,0.1699746549129486,0.6280477046966553
2,15,0.6596140265464783,0.5708705186843872,-0.46360790729522705,0.987159252166748
2,16,0.47606489062309265,0.5552515983581543,-0.008104311302304268,0.7740525603294373
2,17,0.6608542203903198,0.5989896655082703,-0.5297731161117554,0.9747973084449768
2,18,0.4696473777294159,0.5800833106040955,-0.04977786913514137,0.7204748392105103
2,19,0.6394895911216736,0.595331072807312,-0.5708555579185486,0.9754559397697449
2,20,0.47232139110565186,0.5795084238052368,-0.11782866716384888,0.7319132685661316
2,21,0.6347689032554626,0.5872567892074585,-0.4788259267807007,0.966886579990387
2,22,0.4773811399936676,0.5712807178497314,-0.04264336824417114,0.7254970073699951
2,23,0.6352198123931885,0.5724320411682129,-0.11578427255153656,0.9997463226318359
2,24,0.5427526831626892,0.5684860944747925,0.11574406176805496,0.9995121955871582
2,25,0.6135696768760681,0.6861797571182251,-0.09464644640684128,0.9732743501663208
2,26,0.5357899069786072,0.6755030751228333,0.1652621179819107,0.9357972741127014
2,27,0.6130837798118591,0.7827856540679932,0.31018319725990295,0.9717881083488464
2,28,0.5666240453720093,0.7738019824028015,0.5566983819007874,0.9458019137382507
2,29,0.6262131333351135,0.7961571216583252,0.33694592118263245,0.8023841381072998
2,30,0.5836896896362305,0.7860044240951538,0.5844770073890686,0.8664714694023132
2,31,0.5682246088981628,0.8185498118400574,0.10892775654792786,0.9606128334999084
2,32,0.512511134147644,0.8067305684089661,0.4138597846031189,0.9541609883308411
3,0,0.5513582229614258,0.33083197474479675,-0.4214867055416107,0.9999538660049438
3,1,0.5688566565513611,0.3180079162120819,-0.41721925139427185,0.9998806118965149
3,2,0.577519416809082,0.3176721930503845,-0.4173389971256256,0.999896764755249
3,3,0.5864102840423584,0.31743985414505005,-0.41742533445358276,0.9999098777770996
3,4,0.5509387850761414,0.31913870573043823,-0.3823150098323822,0.9997994303703308
3,5,0.5478335618972778,0.31947100162506104,-0.38226836919784546,0.9997602105140686
3,6,0.5450021624565125,0.3198085427284241,-0.382275253534317,0.9997435212135315
3,7,0.6108616590499878,0.3242509961128235,-0.31621241569519043,0.9999142289161682
3,8,0.5547742247581482,0.3261684775352478,-0.15807732939720154,0.9993904232978821
3,9,0.5699326395988464,0.3437710702419281,-0.3814796805381775,0.9999712705612183
3,10,0.5484465956687927,0.34389156103134155,-0.3345284163951874,0.9999155402183533
3,11,0.6889808773994446,0.3997234106063843,-0.3150673508644104,0.9999879002571106
3,12,0.5190469026565552,0.40272244811058044,0.045472756028175354,0.9997497797012329
3,13,0.7049802541732788,0.49177512526512146,-0.32759571075439453,0.9947187900543213
3,14,0.49516087770462036,0.4854776859283447,0.17689989507198334,0.6245181560516357
3,15,0.6596633195877075,0.5709887742996216,-0.4468737244606018,0.9872217178344727
3,16,0.4762307405471802,0.555077075958252,-0.000919580867048353,0.7755274176597595
3,17,0.660872757434845,0.5989260673522949,-0.5127518773078918,0.9748742580413818
3,18,0.4696430265903473,0.579919695854187,-0.04342130199074745,0.7227162718772888
3,19,0.6396729946136475,0.5953902006149292,-0.5550038814544678,0.9755415916442871
3,20,0.4725586473941803,0.5793353319168091,-0.11226809769868851,0.7338881492614746
3,21,0.6350656151771545,0.5874489545822144,-0.4624985456466675,0.9670104384422302
3,22,0.47756227850914,0.5712735652923584,-0.03559728339314461,0.7269147634506226
