frame,landmark_id,x,y,z,visibility
1,0,0.336892694234848,0.37192314863204956,-0.35967060923576355,0.999776303768158
1,1,0.346102237701416,0.3607082664966583,-0.40450164675712585,0.9997808337211609
1,2,0.35068753361701965,0.3601778745651245,-0.4046057462692261,0.9998512268066406
1,3,0.3554101586341858,0.35960668325424194,-0.40467581152915955,0.9998605251312256
1,4,0.340780109167099,0.36046743392944336,-0.3425150513648987,0.9994409680366516
1,5,0.341225266456604,0.3598029315471649,-0.34251001477241516,0.9993809461593628
1,6,0.3416811525821686,0.3591228723526001,-0.34248366951942444,0.9991945624351501
1,7,0.3925517201423645,0.36164113879203796,-0.48492950201034546,0.9999232292175293
1,8,0.3726837635040283,0.36061590909957886,-0.20351055264472961,0.9989571571350098
1,9,0.35311222076416016,0.3825952410697937,-0.37881025671958923,0.999916672706604
1,10,0.345913290977478,0.3825434744358063,-0.29742270708084106,0.9995372295379639
1,11,0.48312729597091675,0.4202204644680023,-0.5477917790412903,0.9999954700469971
1,12,0.3602043092250824,0.41571640968322754,0.04351348057389259,0.9990596175193787
1,13,0.5075429081916809,0.5033038854598999,-0.6060078740119934,0.998224675655365
1,14,0.3106755018234253,0.4540286064147949,0.39916613698005676,0.4303337633609772
1,15,0.43410825729370117,0.5787643194198608,-0.6262534856796265,0.9962748289108276
1,16,0.2096392959356308,0.4282838702201843,0.537071704864502,0.8331409692764282
1,17,0.4238702654838562,0.5972253084182739,-0.676991879940033,0.9900851249694824
1,18,0.1820177435874939,0.4235570430755615,0.5596421360969543,0.7930774688720703
1,19,0.4064584970474243,0.5910316109657288,-0.7057153582572937,0.9897828698158264
1,20,0.17909881472587585,0.41989701986312866,0.5091734528541565,0.8091691732406616
1,21,0.4092198610305786,0.5847611427307129,-0.6320796608924866,0.9812366962432861
1,22,0.18954308331012726,0.42133766412734985,0.5133797526359558,0.8021709322929382
1,23,0.4459580183029175,0.5789591073989868,-0.1670648753643036,0.9998772144317627
1,24,0.3664970099925995,0.5754082202911377,0.16701462864875793,0.9996261596679688
1,25,0.4653891623020172,0.6761147975921631,0.05263669788837433,0.9966562986373901
1,26,0.35830023884773254,0.6630720496177673,0.48152559995651245,0.9826914668083191
1,27,0.5052770972251892,0.767670214176178,0.3503239154815674,0.9975137710571289
1,28,0.3711611330509186,0.7455632090568542,0.8685095310211182,0.9873383045196533
1,29,0.521574854850769,0.7824112772941589,0.3701694905757904,0.9783645272254944
1,30,0.3856675326824188,0.7636199593544006,0.9010276794433594,0.9634363055229187
1,31,0.4662228524684906,0.8003223538398743,0.1959281712770462,0.996724545955658
1,32,0.2902895212173462,0.7635846138000488,0.8151228427886963,0.9908546209335327
2,0,0.3360399603843689,0.37191927433013916,-0.358945369720459,0.9997848868370056
2,1,0.3447093963623047,0.3606724143028259,-0.40356823801994324,0.9997891783714294
2,2,0.348800390958786,0.3601524531841278,-0.4036581814289093,0.9998566508293152
2,3,0.3529569208621979,0.3595879077911377,-0.40372365713119507,0.999866247177124
2,4,0.34029507637023926,0.3604542016983032,-0.3421638309955597,0.9994572401046753
2,5,0.34093210101127625,0.35980135202407837,-0.34215566515922546,0.9993959069252014
2,6,0.34155333042144775,0.35912424325942993,-0.3421204388141632,0.9992088079452515
2,7,0.3869544267654419,0.36138615012168884,-0.4840755760669708,0.9999263286590576
2,8,0.37112724781036377,0.360615074634552,-0.2040664106607437,0.9989821314811707
2,9,0.3514992594718933,0.3824236989021301,-0.3780789375305176,0.999920129776001
2,10,0.34538671374320984,0.3824882507324219,-0.297271728515625,0.999549925327301
2,11,0.4829000234603882,0.42006486654281616,-0.5430366396903992,0.999995768070221
2,12,0.3602903187274933,0.4157160222530365,0.03752169385552406,0.9990839958190918
2,13,0.5078548192977905,0.5029296278953552,-0.6059052348136902,0.9983246326446533
2,14,0.3105910122394562,0.45168575644493103,0.40255796909332275,0.42609959840774536
2,15,0.43549057841300964,0.5768882632255554,-0.6440038681030273,0.9965242147445679
2,16,0.20968356728553772,0.42981892824172974,0.5942216515541077,0.8306975960731506
2,17,0.42612865567207336,0.5966777801513672,-0.6937836408615112,0.990703284740448
2,18,0.18213433027267456,0.4262657165527344,0.6224866509437561,0.7899883985519409
2,19,0.4069211781024933,0.5909097194671631,-0.7246131896972656,0.9904332756996155
2,20,0.17942503094673157,0.42338743805885315,0.5746073126792908,0.8062387108802795
2,21,0.40938645601272583,0.5846103429794312,-0.6508591771125793,0.9824120998382568
2,22,0.1898651272058487,0.42528676986694336,0.5730675458908081,0.7995598316192627
